day,images,mean_percent_active,median_percent_active,standard_deviation
D14,9,1.3848394997234839,0.8097165991902834,1.7823423574933084
D21,9,1.2396232439335888,0.0,1.5172556276300864
D28,9,1.3395768803831736,0.8849557522123894,1.5627939403175817
